strengths,weaknesses,review_id,submission_id,type,review_text
"['Novelty and Innovation', 'Practical Relevance and Applicability', 'Reproducibility and Transparency']","['Reproducibility and Implementation Details', 'Scope and Generalizability Concerns', 'Experimental Validation and Evidence']",PJDACVeSPx,jbJGhHpwmJ,human,"The paper introduces BIRD, a method to transfer behavioral properties like robustness by matching the representation structure (via CKA) between a teacher and a student model. The central claim is that this enables transfer across different tasks, datasets, and architectures. The authors provide comprehensive experiments, primarily in robust image classification, showing BIRD outperforms strong transfer learning baselines. A large-scale analysis identifies interpretable properties of teacher representations that predict transfer success. The paper is complemented with LLM experiments, showcasing the method's generalizability. The idea is novel and can indeed be a practical tool for achieving desirable representation structures within various models.
1. I believe the main idea is quite solid, using the geometry of the representation is justified, and the authors show that it also yields practical utility, beyond the intuitive justification. The overall hypothesis has high potential impact.
2. Identifying predictive factors is a valuable contribution. The high explained variance (up to 85%) provides practitioners with a principled way to select teachers.
3. The paper is well written and clearly explained, which helps with reproducibility.
4. The robust image classification experiments are extensive, covering many model architectures and dataset pairs. Hinting at solid results.

Overall, I believe the idea is quite solid and has high potential impact. I would like to see this paper accepted; However, I have a few concerns, which I will list below. I believe addressing these can indeed increase its potential.
There is a lack of ablation studies on some key aspects, or at least some important metrics are not reported.

Major:
1. The batch size B is a fundamental hyperparameter for CKA. This is not reported anywhere. The performance could be highly sensitive to this parameter.
Minor:
2. The choice of kernel (e.g., linear vs. RBF) can drastically change the geometry being compared. No ablation or discussion is provided on why this specific similarity measure was chosen over others.
3. The paper does not explore multi-layer distillation, which is a natural extension.
4. The values for $\alpha$ and $\beta$ should be reported.

Another problem would be with some claims, which are not justified by current experiments.

Major:
4. The paper repeatedly emphasizes that BIRD works ""even when the teacher and student differ in architecture, task, and training data"" and ""does not require a shared input space."" However, all experiments use the same input modality and resolution (images resized to 32x32). The teacher and student process the same input batches. The method has not been demonstrated to work across truly different input spaces (e.g., teacher on text, student on images; teacher on high-res images, student on low-res images). This is a significant overstatement of the current evidence.
1. Could you provide more experimental details, especially the batch size used, and how it affects the performance?
2. Were other design choices, e.g., different kernels, multi-layer distillation, explored? If not, are there any reasons why we should not look into those, or is it just not that beneficial to do so?
3. What would happen if we use some pretrained teacher models? e.g., foundation encoders like CLIP would indeed be good examples of models with aligned representations, which could also be good for assessing the claim that ""BIRD does not require a shared input space.""."
"['Methodological Soundness and Innovation', 'Clarity and Presentation', 'Interdisciplinary Applications']","['Clarity and Presentation Issues', 'Comparative Analysis and Baselines', 'Novelty and Contribution']",jXjpeC3spn,DqZDRf6qJ9,human,"The paper introduces a new novel distillation pipeline for motor decoding via bringing student / teacher embedding space together by minimising two objectives. In addition, another contribution of the paper is the utilization of the overlap between projecting spaces as a metric for the distillation error.
The paper presents a solid teacher - student model. The maths behind the methodology is also well-described and has a nice flow. The fact that it goes beyond EEG to also ECoG and Spikes is also very interesting. 

Writing:
Paper is well-written and good structured.
The main objective of the paper is not clear. Is the main purpose the distillation methodology or the IND architecture which (as the authors claimed is pretty basic) ? This should be better described.

Overall:
The paper shows some merits but it would be interesting to have my questions answered.
1. In my opinion the paper’s main contribution is the distillation methodology rather than the IND architecture. Have you tried to add this framework on other models like the ones you compare with ? The results would be interesting to be added here.
2. I would also like to see comparison with other PERF methods like LoRA. A recent work for EEG [1].
3. How about comparison with SOTA foundation models ?

[1]: Na Lee, Konstantinos Barmpas, Yannis Panagakis, Dimitrios Adamos, Nikolaos Laskaris, & Stefanos Zafeiriou (2025). Are Large Brainwave Foundation Models Capable Yet ? Insights from Fine-Tuning. In Forty-second International Conference on Machine Learning."
"['Significant Improvements', 'Experimental Rigor and Validation', 'Robustness and Generalization']","['Clarity and Presentation Issues', 'Experimental Validation and Evidence', 'Methodological Complexity or Flaws']",yjkQsL7K7m,kTvm4vdddC,human,"The authors develop a framework for incorporating perceptual quality into a network, so as to improve performance under input degradation. Specifically, quality information is used to gate activations using the ACON activation function of Ma et al., 2021.

Extensive experiments show modest but consistent performance improvements on a diverse set of networks and applications (segmentation, detection, restoration, classification, etc).
Robustness to degradations is important.
The method is simple, and tested extensively.
The paper is dense in details, and some aspects of the text and figures are not clear.

Method: please define the function sigma (eq. 3), which is critical part of the method.

- For results in table 1, and elsewhere, are the networks (including Q-ACON)  trained jointly on both conditions (Clear / Degrade), or are they trained separately for each?  Also, can you compute standard deveations for the reported values?  Without them, it is not possibe to know how significant the differences between methods are.

- Fig 2:  This figure shows both the archecture and pipeline for computing QuAC, as well as the training setup.   caption should provide more information (top box expresses a QuaC-enabled application (e.g., segmentation).  Bottom left box computes training signals for high-quality images. etc.   

- Fig 3: It is difficult to see much difference between the images arising from different methods.  Provide indications in the text for what readers should look for.  Same for figure A5.
See above."
"['Novelty and Innovation', 'Empirical Validation and Results', 'Comprehensive Analysis and Evaluation']","['Clarity and Presentation Issues', 'Theoretical Justification and Development', 'Comparative Analysis and Baselines']",BMdKZIetXK,weh7JpT1lF,human,"The authors proposed a teacher student framework for the task of non-blind image restoration with paired ground truths for training. Task specific restoration networks are trained for different restoration objectives. The authors claimed SOTA results in almost all tasks and datasets. The authors claimed novelty in using latent rectified flows for knowledge transfer and novel normalization and a new feature loss.
The authors put in significant effort to test their proposed framework over several datasets and restoration tasks. However, much is left desired in presentation quality.
- Writing and presentation is poor and unclear in general. Some pointers and suggestions are here to help the authors improve the article for future submission. The article is difficult to read and hard to follow.   
- Major issue: *Retinex is NOT physics based\!* It is a study of the human, biological, color vision system. It is OK to draw inspiration from retinex, by using this hypothesised code as presented in Land 1977, but this should not be called physics based. This should be referred to as biologically inspired.  
- Do not simply list a huge bunch of slightly related papers in the related works section. Instead, selectively choose key background material, and briefly cover the key ideas that are of note to the proposed method. For example, in the work, the use of retinex inspired information coding seems to be an important part of the architecture design, explain what it is and what it’s hypothesized effect is in the proposed architecture. Is the use new? Or are there prior works that also use this biologically inspired coding scheme? This also sets the stage for subsequent ablation studies, showcasing the importance of ideas, either completely novel, novel use/application, or novel interpretation.   
- Figure 2 is extremely unclear. I’m unable to understand what each component is and how they relate to each other. There’s a rather involved training workflow as I understood from repeated re-reading, this can be presented in a clear manner as a flow char of sorts. Reused components in each stage can also be marked out and referred to.   
- There are far too many acronyms this makes reading the results extremely difficult  
- Make better use of table and figure captions\! They should have more substantial description in them, at least include a key insight from the data in the table or the images shows. For example: Fig 4\. Qualitative results on for low-light enhancement on 4 datasets. Why are there boxes in the images? What do you want the readers to pay attention to in these boxes?
* Since this is a teacher-student framework, how well does the teacher perform?  
* For each task, is the teacher network the same?  
* How is the teacher network selected? Is the teacher network a well performing network from a previous work?  
* How is the student network selected? And again, is the design based on any previous work?  
* Is the same architecture used for all restoration tasks?"
"['Empirical Validation and Results', 'Significant Improvements', 'Comprehensive Analysis and Evaluation']","['Novelty and Contribution', 'Domain or Dataset Limitations', 'Experimental Validation and Evidence']",vK5LFOMfFm,t5BFYQLCby,human,"The paper studies the effectiveness model pre-training on line drawings in improving performance on downstream tasks such as image classification, semantic segmentation and object detection as well as its influence on the model's shape bias, feature attention and data efficiency. Instead of training the model directly on color images, the paper proposes first pre-training the model on line drawings of the same images obtained by a drawing synthesis method (Chan et al.) before fine-tuning it on color images. 

Through experiments on STL-10 dataset, the paper shows that the two-phase training pipeline brings performance gains in image classification as well as tranfer learning improvements in semantic segmentation and object detection. The paper also provides analysis showing that the obtainded model has more shape bias and produces sparser, more compact features.
The paper provides concrete evidences showing that pre-training models on line drawings could bring performance gains in several downstream tasks.

The paper provides some analysis on the feature space of models pre-trained line drawings, showing some difference in terms of feature sparsity and compactness compared to baselines.
The paper does not bring much in terms of novelty, either in the methodological approach or the obtained insights. The paper confirms that pre-training on line drawings helps but this is hardly a surprising result, given much evidence in the literature on the benefits of pre-training and the work of Geirhos et al. that shows the gains when training on texture-modified images. 

The experimental results provided in the paper are limited. Most experiments are done on the STL-10 dataset, which is quite small and does not a large enough set of visual concepts. The analysis on feature sparsity in Figure 6 and Figure 10 give some interesting statistics but appear weak. 

Many claims in the paper are only loosely reflected by the evidences:
- L.176 ""This suggests that features derived from line drawings are more generalizable"": This statement is not reflected by the results. From the first two rows in Table 1, the model trained on color images gives better performance on average, and the last two rows suggest that the model needs to be trained on color images in the final stage to yield good performance. Results from Table 1 simply shows that pre-training on line drawings is helpful.
- L. 290 ""This pattern indicates that strong responses are concentrated among a small subset of neurons"": The average activation of all channels is at least half of the max activation. It is a stretch to say that these channels are not activated.
- Sec 4.8: The stronger distilled student could simply come from the fact that the teacher is stronger. The link between stronger students and feature compactness is very loose.
In Figures 3, 4 and 9, when discussing data effiency of ""color only"" and ""line-color"" pipelines, is it guaranteed that the ""color only"" pipeline has the same compute budget has the ""line-color"" pipeline? Since ""line-color"" pipeline has a pre-training phase, it is not clear if it trains models for more iterations than the ""color only "" pipeline.

A similar question for Table 1 when comparing the two pipelines, I wonder if better performance of ""line-color"" simply comes from more traning time?"
"['Theoretical Foundation and Contributions', 'Clarity and Presentation', 'Methodological Soundness and Innovation']","['Scope and Generalizability Concerns', 'Experimental Validation and Evidence', 'Comparative Analysis and Baselines']",9TJXmxXERu,7pvJoB4aKO,human,"This work addresses multi-teacher knowledge distillation (KD), focusing on the challenges of knowledge conflict (i.e.divergent rationales among teachers) and computational cost when aggregating many teacher models. The authors propose Knowledge Purification, a concept for consolidating the rationales from multiple teacher LLMs into a single rationale to use for distillation. They design five purification methods based on aggregation, routing, and RL-based teacher selection styles.
- The introduction of Knowledge Purification reframes multi-teacher distillation from the perspective of rationale integration rather than mere logit or feature averaging, addressing an important problem of multi-teacher KD.

- The paper proposes five distinct purification strategies (aggregation, routing, and RL-based).

- The paper is well written and structured.
- The experimental evaluation is limited to commonsense and biomedical reasoning datasets. To establish the generality of the proposed approach, it should be extended to a broader range of tasks such as mathematical reasoning, coding, and instruction following.

- Although the paper emphasizes improved efficiency, it does not provide quantitative evidence (e.g., training time, GPU hours) compared to existing multi-teacher methods like TinyLLM or TwT.

- The baselines are limited to step-by-step distillation and TinyLLM, omitting state-of-the-art knowledge distillation approaches such as ABKD, MiniLLM, DistillM, or CKA-KD, which could challenge the claimed improvements.
See weaknesses section"
"['Methodological Soundness and Innovation', 'Clarity and Presentation', 'Significant Improvements']","['Scope and Generalizability Concerns', 'Assumptions and Limitations', 'Experimental Validation and Evidence']",jRNWK5wRTu,EYflZV1caL,human,"For Distillation of LLMs, this paper proposes a modification of KL Divergence loss that decouples and upweighing the loss on the tail of the distribution from that of the head. The proposed loss modification does not require any overhead, and is simple to implement. Across a range of student model sizes (0.5B to 2B) and teacher model sizes (1.5B to 9B), the authors demonstrate consistent improvement across multiple datasets for pre-training, continued pre-training, and fine-tuning when training for short horizons (2B tokens).
1. The proposed method is simple and intuitive, and the proposed modification to KLD divergence can be implemented with negligible overhead.
1. The paper is well written and easy to follow, the derivations and proofs are detailed.
1. The authors compare a range of model families and sizes, for both teacher and student, including randomly initialized, pre-trained, etc.
1. The proposed method shows consistent improvement in pre-training, in continued pre-training, and in fine-tuning, particularly for fine-tuning.
1. The sequence-level normalization in Equation 2 seems somewhat ad-hoc and less principled.
1. The pretraining experiments are extremely extremely small - eg 2B tokens for 1.2B model. This is extremely, extremely far from model convergence (significantly smaller than even chinchilla's ""optimal"" of ~20x tokens to params), and performance may converge/fall below other methods in longer horizons.
1. Results on most datasets in Table 1/Table 4 are almost at the random value of these datasets (due to the extremely small pre-training duration) - this will somewhat limit the reliability of these scores.
1. The authors method specifically upweighs the tail of a distribution, which has been shown to negatively impact model calibration and downstream fine-tuning.
Given the compute limitations, the paper would perhaps be better positioned if its focus was primarily on the supervised fine-tuning domain, with more extensive SFT experiments. My rating for this paper is closer to 5, but ICLR does not allow that as a score.
1. Line 87 the authors state ""This normalization makes the loss stable for nominal values of $\beta$ such as 1 or 2"". But $\beta=1$ corresponds to vanilla KLD - did the authors observe some instability without this modification even for $\beta=1$ ?
1. For Vanilla KD results, I assume the authors used only the KLD loss, without adding the CLM loss? Adding a CLM loss has been shown in multiple prior works to increase KD performance. Can the authors report results with adding the same weightage of CLM loss to KLD as used in their own method, specifically perhaps for Table 6? This will help better isolate effects of the proposed method to that of simply adding CLM loss.
1. Similar to Anshumann et al. (2025), can the authors compare the Expected Calibration Error of the models trained with their method to that of Vanilla KD and to that of just CLM? Anshumann et al. (2025) observed that up-weighing the tail of the distribution improved pre-training scores, but worsens model performance post fine-tuning due to worse calibration of the student - something I conjecture may also happen with the author's method. Specifically, the total probability mass in the student head may be less than the accuracy of the head tokens, and in the tail may be greater than accuracy.
1. This calibration error can also been from the gradient analysis in Equation 5. In general, the teacher will have larger capacity than student, and hence higher accuracy. As LLMs are often well-calibrated, this means $ \sum(p^T_k) > \sum(p^S_k)$ i.e., the teacher will have more probability mass in the head. Let us assume $\beta(X)=2, \sum(p^T_k)=0.8,  \sum(p^S_k)=0.6$ .Then Equation 5 becomes $ \frac{\partial{L}}{\partial{z_i}}= 1.5p^S_i - 2p^T_i $. So even if $p^S_i$ becomes equal to $p^T_i$, this gradient will cause $p^S_i$ to still increase further. Taking any of their trained model, can the authors compare the gradient direction for the tail tokens compared to that of a vanilla KLD?
1. Line 344 the authors state ""Adding the cosine loss on hidden states improved both Vanilla KD and TAD"". Do the ""Vanilla KD"" rows in Table 4 include the cosine loss? Can the authors also share results without this cosine loss? 
1. (Minor) The authors state ""The code is currently not released to preserve anonymity"" - the authors could anonymously share the code.
1. (Minor Typo) Line 852 $p^T$ should be $p^S$"
"['Methodological Soundness and Innovation', 'Comprehensive Analysis and Evaluation', 'Empirical Validation and Results']","['Novelty and Contribution', 'Scope and Generalizability Concerns', 'Experimental Validation and Evidence']",9ezppwhuJB,2EvMmC23sC,human,"The paper presents a method for reasoning SFT called CGD. This method uses a strong teacher model to provide critiques of the initial response of the student model, then feeds the prompt + initial response + teacher critique into the SFT training stage. Then, during inference stage, the teacher critique is not needed, as the student model learns to do this process end to end.

Experiments were done on Qwen and Llama, and evaluations were done on various math datasets, as well as general reasoning datasets and general instruction following evaluations. Results are strong and show that the method works well.
- method is simple and easy to understand
- I like that it included both Llama and Qwen
    - I also like that it explored both in-family (Llama student + Llama teacher) and cross-family (Qwen student + S1 teacher)
- nice that the model is able to retain general instruction following, since this is something that is often lost when doing imitation SFT
    - generally quite comprehensive evaluation sets
- strong results
- ablation experiments are nice. I especially liked section 4.2.1 (comparison with SimpleRL) and section 4.2.2 (comparison with the method without critique).
- because this field is so popular and this paper's contribution is relatively simple, I wouldn't be surprised if there's a few other concurrent work submitted to this conference that explores a very similar idea of incorporating critiques in SFT data.
    - (I realize this is another way to say ""lacks novelty""..., though I think it's slightly more nuanced than that, since this subtopic is one that's currently very popular) 
- Even within this simple method, I think there are a few other areas that I think would be nice to explore:
    - out-of-distribution evaluation sets (to see how well the reasoning helps)
    - analysis of the correctness of the critiques -- How often does the teacher critique get it right? Also, does it matter if the teacher critiques are correct, or is it more about the structure rather than the actual content? Relatedly, does a stronger teacher result in a stronger SFT-ed model, or does it not matter that much?
    - for added completeness: maybe some other model scales or some other domain like code
- In line 322, you mentioned about some regulatory issues preventing you from using GPT as teacher. Curious what these are? I see GPT teachers in these papers quite often. I think it would be nice to see what the results would look like with a frontier-level teacher model beyond Llama3-70B.
- I was looking at the Mixtral and Olmo results and saw that the gains for those models are slightly smaller. Do you have a guess or a hunch as to why certain models benefit more from CGD?
- Is there a reason you didn't do RL on top of the SFT-ed model? I feel like it's better for these types of papers to at least try doing RL on top of SFT, just to show that these gains still continue to hold after RL."
"['Novelty and Innovation', 'Clarity and Presentation', 'Methodological Soundness and Innovation']","['Comparative Analysis and Baselines', 'Domain or Dataset Limitations', 'Scope and Generalizability Concerns']",OAykT80G42,VCPu9sQpd3,human,"The authors propose Split Component Embedding Registration (SpliCER), a training paradigm in which they split an image into a primary image and different image sections, enforcing learning of features of all sections. By doing so the method yields more diverse features as it forces the architecture to not just learn 'simple', predictive features, but to learn a diverse set of predictive features. Moreover, their method can be applied to various pre-training paradigms.
The authors evaluate SpliCER on various downstream datasets, showing performance improvement over their baselines.
The authors proposed method is creative and novel to me. Moreover, the proposed idea of enforcing feature diversity is orthogonal to the majority of current self-supervised learning paradigms, which is very nice. 
Additionally, the authors communicate their idea with great clarity, which I commend them for.
While the authors claim their method to be superior to currently existing self-supervised learning paradigms, they only compare themselves to old pre-training methods of SimCLR and VICRegl. It would be interesting to have the authors evaluate if their method would be compatible with newer methods, in particular, iBOT. This is largely because I believe iBOT, which uses Masked Image Modeling, may show similar behavior: When doing a masked view of the image it may occlude many features (similar to the partial images in this paper), hence learn a diverse set of features as well. Generally I find the amount of baseline methods the authors pair their method with somewhat limited. Additional examples of their method, e.g. with MAEs would be great. 

Moreover, I find the datasets the authors evaluate to be somewhat small in scale, and far from a more realistic setting. It would be interesting to see an ImageNet pre-training experiment to compare their performance when encountering prevalent larger-scale image datasets, or maybe a training on one of the larger (>10k Chest X-Ray datasets) to show the method translates. 

**Justification**:
While I like the method, the current evaluation lacks baseline pre-training methods and larger-scale datasets to allow judging if the method translates to more real-world pre-training settings and actually works. In particular, an experiment on ImageNet-1k, would be nice to compare how the method translates to larger datasets, and the inclusion of another SSL baseline (iBOT) would be amazing to judge how their method synergizes with more state-of-the-art pre-training methods. Should the latter be provided I will raise my score.
Q1: Have you tried combining SpliCER with MAEs or the iBOT paradigm?
Q2: Have you evaluated your pre-training method on dense downstream tasks?"
"['Robustness and Generalization', 'Methodological Soundness and Innovation', 'Theoretical Foundation and Contributions']","['Comparative Analysis and Baselines', 'Computational Complexity and Cost', 'Clarity and Presentation Issues']",Z6B20FpPRT,nO0konWjS0,human,"REPAIR is a lifelong model-editing framework for LLMs that makes sequential edits while keeping unrelated behavior intact by combining three ideas: (1) a closed-loop controller that monitors post-edit errors and prunes underperforming side-memory shards, then reintegrates error samples for retraining; (2) distribution-aware batching with intra-batch knowledge distillation to help edits generalize to paraphrases and nearby contexts; and (3) loss-aware weighted merging (TIES-style) of edited subspaces so lower-loss shards influence the final parameters more. The objective explicitly balances reliability, generalization, locality, and stability, and edits are stored as parameter deltas routed only when activation margins indicate relevance. Evaluated on knowledge-editing and hallucination tasks across LLaMA-3, Qwen-2.5, DeepSeek-R1-1.5B, and GPT-2-XL, REPAIR reports ~15–20% overall gains over recent editors (e.g., ROME, MEMIT, MEND, GRACE, WISE) with improved robustness under long edit streams.
- REPAIR is robust at relative large edit scales, maintaining high overall performance (Rel/Gen/Loc geometric mean) as edits scale to 1k.
- Well-motivated components with ablations
  - Error-feedback pruning helps small-N reliability
  - distribution-aware grouping + KD matter more at large N
  - hyperparameter sensitivity is analyzed.
- Appendix provides some stability/termination theory support (masked updates, finite-time pruning), aligning with the method’s design.
- REPAIR add unneglectable amount of additional compute and cost compared to WISE. More moving parts (clustering, KD, pruning, merging); authors note higher constant-time overhead vs WISE even if scaling slope is similar.
- Transient instability mid-scale: At N≈120, pruning/reassembly can underperform some baselines before sufficient error signals accumulate.
- Hyperparameter sensitivity: Thresholds for error filtering and iteration limits materially affect outcomes; extremes hurt generalization or waste compute.
- Evaluation is not sufficient regarding
  - Missing some more recent lifelong editing baselines such as sLKE [1], LeMOE [2], and ELDER [3].
  - The finetuning baseline should adopt the fair setups as discussed in [4,5]. The FT-L, FT-M are ill-defined baselines which might mislead the community.
  - Results are on ZsRE, WikiBigEdit, and SelfCheckGPT, with specific model families; broader tasks (reasoning/tool use) and domains remain untested here. Even though it's not necessary to test editing success on broader tasks, testing locality regarding reasoning / tool-use ability after sequential editing is meaningful.
  - The scaling of timestep is only to 1k. More timesteps can be shown, e.g., up to 5k.
- Writing quality can be improved. For example, Table 2 in introduction is not very necessary and should be moved to results section or appendix.

> [1] Cheng, YuJu, et al. ""Serial lifelong editing via mixture of knowledge experts."" Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers). 2025.\
[2] Wang, Renzhi, and Piji Li. ""LEMoE: Advanced Mixture of Experts Adaptor for Lifelong Model Editing of Large Language Models."" Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing. 2024.\
[3] Li, Jiaang, et al. ""ELDER: Enhancing Lifelong Model Editing with Mixture-of-LoRA."" Proceedings of the AAAI Conference on Artificial Intelligence. Vol. 39. No. 23. 2025.\
[4] Gangadhar, Govind, and Karl Stratos. ""Model editing by standard fine-tuning."" arXiv preprint arXiv:2402.11078 (2024).\
[5] Yang, Wanli, et al. ""Fine-tuning Done Right in Model Editing."" arXiv preprint arXiv:2509.22072 (2025).
1. Can you improve evaluation section considering the bullet points mentioned in weakness?
2. Can you discuss what's the new theoretical contribution in this work compared to previous work (mainly about the proofs in the appendix)?
3. Can you add a section to discuss the fundamental similarity and difference between MoE adapters/LoRA and dual memory-style editing?"
"['Experimental Rigor and Validation', 'Practical Relevance and Applicability', 'Empirical Validation and Results']","['Clarity and Presentation Issues', 'Novelty and Contribution', 'Reproducibility and Implementation Details']",y9bLwVBrc2,64xbSPBy31,human,"This paper address multimodal image matching via distilling useful knowledge from pretrained vision-language models (DINO v2). To make it, a lightweight student model is learned by online knowledge distiilation. Besides, category-enhanced feature guidane module (CEFG) , and semantic and texture feature aggregation module (STFA) are developed in the proposed matching framework namely DistillMatch. Experimental results show the effectiveness of these key components.
Image matching is an important and fundamental task in computer vision. It is convincing to leverage VLMs to advance multimodal image matching. 

The experiments are comprehensive with both quantitative and qualitative evaluations.
Although some implementation details have been provided, the writing needs more improvements. Some descriptions are unclear and hard to understand. For example, it is not easy to capture the technial contributions in this work. Besides, what are the relations between the key components such as CEFG and STFA. 

It is hard to understand the complex processes in CEFG and STFA. Are there any empirical insights behind these components?

The knowledge distillation algorithm used in this work is not novel at all. In addition, the three loss weights in Eq.(4) are redundant. Perhaps, only two of them are enough for parameter tuning. 

Some implementation details are missing.

I am confused by the construction of semantic and texture feature aggregation module. More detailed description and motivation are needed.
Why both ResNet and ViT are both used for feature extraction. It lacks convincing explanation in the paper.

Why the images are downsampled to 7/8? Is there any important evidence?

In Line 215, what is learnable category feature? Or where is it from?

Whether the proposed method can be applicable to other VLMs as well?"
"['Methodological Soundness and Innovation', 'Robustness and Generalization', 'Significant Improvements']","['Scalability and Performance', 'Domain or Dataset Limitations', 'Experimental Validation and Evidence']",p23Mf7lJcN,Ps7bqlodWu,human,"This paper primarily solves the challenges of feature divergence and robustness under adversarial and non-IID conditions by: (1) multimodal alignment by leveraging textual information, (2) a novel server-side attentive aggregation and (3) adversarial training in the client side. This combination makes the proposal outperform prior solutions under non-IID federated settings.
* Using adversarial training to improve robustness is quite interesting
* Client-specific reliability is a good observation.
Server aggregation design: 
* Why do the authors choose cosine similarity as a distance metric to evaluate the relevance? Which layers do the authors choose to estimate characteristics similarity? It is also unclear where the “x” in Eq. (6) comes from.

Scalability:
* This proposed method can only be applied to small architecture for efficient gradient map estimation (CNN in this case), leading to limited capacity of global models and overlooking the power of modern architectures such as Transformer.
* In sensitive domains such as healthcare, sensor fusion, etc., there is a lack of text-based foundation model as CLIP. Without a textual encoder trained on appropriate dataset, the multimodal alignment can drop the performance due to incorrect supervision signals. How would the proposal handle these cases? 
* It seems like the server requires a public dataset to compute the client-specific weights, limiting its applications in sensitive healthcare domains where public datasets are not available, e.g., rare diseases.

Experiments:
* The reviewers suggest the authors conduct more experiments on different vision architectures such as Vision Transformer, and different textual-based encoders like BERT for scalability validation.
* Since the proposal adopts adversarial training, the authors should add more results on its robustness under noisy attack instead of non-IID only. 
* Ablation study. It is suggested that the authors ablate the prompt structure of the CLIP-based encoder because the proposal highly depends on the textual information. 
* Strange patterns in Table 1. Why are the performance trends different when $alpha$ changes (CIFAR-10, SVHN and TinyImageNet)? 
In Table 2, why is the performance in Non-IID settings better than IID?
See Weaknesses"
"['Methodological Soundness and Innovation', 'Empirical Validation and Results', 'Significant Improvements']","['Theoretical Justification and Development', 'Comparative Analysis and Baselines', 'Clarity and Presentation Issues']",Rizm9QdB52,DJ8rO7buwO,human,"This paper proposes a knowledge distillation (KD) method based on multi-scale logit maps with trainable temperatures. In the method, multiple logit maps are constructed by applying local average pooling of diverse scales to feature maps, and then are respectively fed into knowledge distillation losses. The multi-scale knowledge distillations are equipped with distinct temperatures which are trained in an adversarial manner. In the experiments on image classification and detection tasks using benchmark datasets, the proposed method produces competitive performance to the other logit-based KD approaches.
+ Multi-scale logit maps are effectively leveraged to boost KD performance in comparison to the standard vector-based (global) logits.
+ Dynamic temperature learning aligns softmax temperatures to respective logit maps by exploiting diverse characteristics of multi-scale representation in an adversarial way.
- This paper misses describing the fundamental process to construct logit maps. Most deep models, especially the ones used in Sec.4, produce a $C$-dimensional logits (vector) to cope with $C$-class classification. The logit map could be obtained only in the case that global average pooling (GAP) summarizes a feature map into a feature vector which is further converted to the $C$-dim logit vector via FC layer, as shown in [R1]. So, it contradicts the authors' claim that the proposed approach can be plugged in any deep models; that is, the method is applicable only to the model which contains GAP and FC layer.

- Therefore, one can say that the logit-map representation has been proposed in CAT-KD [R1] which minimizes discrepancy between the logit maps of student and teacher models in a similar way to this work. So, this paper lacks comparison to the closely related work [R1] in terms both of theoretical formulation and empirical performance; the performance scores reported in [R1] seems to be superior to those shown in Sec.4.2, while empirically analyzing scales of the logit maps in the experiments.

- The paper lacks clear rationale for applying adversarial learning to optimize the temperature (Sec.3.3). There is no analysis nor discussion about why the adversarial learning is effective and necessary for the dynamic temperature; it is important to show how and why the temperature can be converged to favorable one through the adversarial process.

- Similarly to the dynamic temperature, MLKD [R2] incorporates diversity of temperature into the KD framework by means of multiple temperatures. The MLKD also considers multi-level representations of logits to produce competitive performances to those shown in Sec.4; this paper lacks comparison to the work [R2].

- It is unclear how to determine the initial temperature for the temperature learning. Otherwise, the authors should show robustness of the adversarial temperature learning against the initialization.

- In the experimental results, it is necessary to show the learned (optimized) temperature values on all the KD settings to demonstrate adaptability of the dynamic temperature learning.

- In Fig.4, it is hard to find out the difference between those two distributions of (a) DKD and (b) DMT-DKD. And, what does the color indicate?

>[R1] Ziyao Guo et al. Class Attention Transfer Based Knowledge Distillation. In CVPR2023.
>
>[R2] Ying Jin et al. Multi-level Logit Distillation. In CVPR2023.


**Minor comments:**
- Presentation in Sec.3 is confusing. 
	- Notations are less clear; at least, show dimensionality such as for $f$ and use $M_n$ instead of $M$ for the $n$-th logit map.
	- In line 213, what is ""complete feature map""?
	- In line 219, $n\in N \rightarrow n \in \{1,\cdots,N\}$.
	- In line 241, what does weight $\lambda$ mean? Is that a learning rate for the temperature?
- In line 296, what is ""weight of the distillation loss""? Does it mean $\alpha$ in Eq.8?
- It is better to evaluate performance on large-scale dataset such as ImageNet, as done in the other KD papers.
See the weakness section."
