strengths,weaknesses,review_id,submission_id,type,review_text
"['Simple Methodology', 'Clarity & Presentation', 'Empirically Strong Results']","['Insufficient experiments', 'Low practical impact', 'Poor generalization']",jRNWK5wRTu,EYflZV1caL,human,"For Distillation of LLMs, this paper proposes a modification of KL Divergence loss that decouples and upweighing the loss on the tail of the distribution from that of the head. The proposed loss modification does not require any overhead, and is simple to implement. Across a range of student model sizes (0.5B to 2B) and teacher model sizes (1.5B to 9B), the authors demonstrate consistent improvement across multiple datasets for pre-training, continued pre-training, and fine-tuning when training for short horizons (2B tokens).
1. The proposed method is simple and intuitive, and the proposed modification to KLD divergence can be implemented with negligible overhead.
1. The paper is well written and easy to follow, the derivations and proofs are detailed.
1. The authors compare a range of model families and sizes, for both teacher and student, including randomly initialized, pre-trained, etc.
1. The proposed method shows consistent improvement in pre-training, in continued pre-training, and in fine-tuning, particularly for fine-tuning.
1. The sequence-level normalization in Equation 2 seems somewhat ad-hoc and less principled.
1. The pretraining experiments are extremely extremely small - eg 2B tokens for 1.2B model. This is extremely, extremely far from model convergence (significantly smaller than even chinchilla's ""optimal"" of ~20x tokens to params), and performance may converge/fall below other methods in longer horizons.
1. Results on most datasets in Table 1/Table 4 are almost at the random value of these datasets (due to the extremely small pre-training duration) - this will somewhat limit the reliability of these scores.
1. The authors method specifically upweighs the tail of a distribution, which has been shown to negatively impact model calibration and downstream fine-tuning.
Given the compute limitations, the paper would perhaps be better positioned if its focus was primarily on the supervised fine-tuning domain, with more extensive SFT experiments. My rating for this paper is closer to 5, but ICLR does not allow that as a score.
1. Line 87 the authors state ""This normalization makes the loss stable for nominal values of $\beta$ such as 1 or 2"". But $\beta=1$ corresponds to vanilla KLD - did the authors observe some instability without this modification even for $\beta=1$ ?
1. For Vanilla KD results, I assume the authors used only the KLD loss, without adding the CLM loss? Adding a CLM loss has been shown in multiple prior works to increase KD performance. Can the authors report results with adding the same weightage of CLM loss to KLD as used in their own method, specifically perhaps for Table 6? This will help better isolate effects of the proposed method to that of simply adding CLM loss.
1. Similar to Anshumann et al. (2025), can the authors compare the Expected Calibration Error of the models trained with their method to that of Vanilla KD and to that of just CLM? Anshumann et al. (2025) observed that up-weighing the tail of the distribution improved pre-training scores, but worsens model performance post fine-tuning due to worse calibration of the student - something I conjecture may also happen with the author's method. Specifically, the total probability mass in the student head may be less than the accuracy of the head tokens, and in the tail may be greater than accuracy.
1. This calibration error can also been from the gradient analysis in Equation 5. In general, the teacher will have larger capacity than student, and hence higher accuracy. As LLMs are often well-calibrated, this means $ \sum(p^T_k) > \sum(p^S_k)$ i.e., the teacher will have more probability mass in the head. Let us assume $\beta(X)=2, \sum(p^T_k)=0.8,  \sum(p^S_k)=0.6$ .Then Equation 5 becomes $ \frac{\partial{L}}{\partial{z_i}}= 1.5p^S_i - 2p^T_i $. So even if $p^S_i$ becomes equal to $p^T_i$, this gradient will cause $p^S_i$ to still increase further. Taking any of their trained model, can the authors compare the gradient direction for the tail tokens compared to that of a vanilla KLD?
1. Line 344 the authors state ""Adding the cosine loss on hidden states improved both Vanilla KD and TAD"". Do the ""Vanilla KD"" rows in Table 4 include the cosine loss? Can the authors also share results without this cosine loss? 
1. (Minor) The authors state ""The code is currently not released to preserve anonymity"" - the authors could anonymously share the code.
1. (Minor Typo) Line 852 $p^T$ should be $p^S$"
"['Empirically Strong Results', 'Simple Methodology', 'Strong Baseline Comparisons']","['Limited novelty', 'Insufficient experiments', 'Missing baseline']",9ezppwhuJB,2EvMmC23sC,human,"The paper presents a method for reasoning SFT called CGD. This method uses a strong teacher model to provide critiques of the initial response of the student model, then feeds the prompt + initial response + teacher critique into the SFT training stage. Then, during inference stage, the teacher critique is not needed, as the student model learns to do this process end to end.

Experiments were done on Qwen and Llama, and evaluations were done on various math datasets, as well as general reasoning datasets and general instruction following evaluations. Results are strong and show that the method works well.
- method is simple and easy to understand
- I like that it included both Llama and Qwen
    - I also like that it explored both in-family (Llama student + Llama teacher) and cross-family (Qwen student + S1 teacher)
- nice that the model is able to retain general instruction following, since this is something that is often lost when doing imitation SFT
    - generally quite comprehensive evaluation sets
- strong results
- ablation experiments are nice. I especially liked section 4.2.1 (comparison with SimpleRL) and section 4.2.2 (comparison with the method without critique).
- because this field is so popular and this paper's contribution is relatively simple, I wouldn't be surprised if there's a few other concurrent work submitted to this conference that explores a very similar idea of incorporating critiques in SFT data.
    - (I realize this is another way to say ""lacks novelty""..., though I think it's slightly more nuanced than that, since this subtopic is one that's currently very popular) 
- Even within this simple method, I think there are a few other areas that I think would be nice to explore:
    - out-of-distribution evaluation sets (to see how well the reasoning helps)
    - analysis of the correctness of the critiques -- How often does the teacher critique get it right? Also, does it matter if the teacher critiques are correct, or is it more about the structure rather than the actual content? Relatedly, does a stronger teacher result in a stronger SFT-ed model, or does it not matter that much?
    - for added completeness: maybe some other model scales or some other domain like code
- In line 322, you mentioned about some regulatory issues preventing you from using GPT as teacher. Curious what these are? I see GPT teachers in these papers quite often. I think it would be nice to see what the results would look like with a frontier-level teacher model beyond Llama3-70B.
- I was looking at the Mixtral and Olmo results and saw that the gains for those models are slightly smaller. Do you have a guess or a hunch as to why certain models benefit more from CGD?
- Is there a reason you didn't do RL on top of the SFT-ed model? I feel like it's better for these types of papers to at least try doing RL on top of SFT, just to show that these gains still continue to hold after RL."
"['Novelty & Contribution', 'Clarity & Presentation', 'Practical Impact']","['Missing baseline', 'Insufficient experiments', 'Out of date models']",OAykT80G42,VCPu9sQpd3,human,"The authors propose Split Component Embedding Registration (SpliCER), a training paradigm in which they split an image into a primary image and different image sections, enforcing learning of features of all sections. By doing so the method yields more diverse features as it forces the architecture to not just learn 'simple', predictive features, but to learn a diverse set of predictive features. Moreover, their method can be applied to various pre-training paradigms.
The authors evaluate SpliCER on various downstream datasets, showing performance improvement over their baselines.
The authors proposed method is creative and novel to me. Moreover, the proposed idea of enforcing feature diversity is orthogonal to the majority of current self-supervised learning paradigms, which is very nice. 
Additionally, the authors communicate their idea with great clarity, which I commend them for.
While the authors claim their method to be superior to currently existing self-supervised learning paradigms, they only compare themselves to old pre-training methods of SimCLR and VICRegl. It would be interesting to have the authors evaluate if their method would be compatible with newer methods, in particular, iBOT. This is largely because I believe iBOT, which uses Masked Image Modeling, may show similar behavior: When doing a masked view of the image it may occlude many features (similar to the partial images in this paper), hence learn a diverse set of features as well. Generally I find the amount of baseline methods the authors pair their method with somewhat limited. Additional examples of their method, e.g. with MAEs would be great. 

Moreover, I find the datasets the authors evaluate to be somewhat small in scale, and far from a more realistic setting. It would be interesting to see an ImageNet pre-training experiment to compare their performance when encountering prevalent larger-scale image datasets, or maybe a training on one of the larger (>10k Chest X-Ray datasets) to show the method translates. 

**Justification**:
While I like the method, the current evaluation lacks baseline pre-training methods and larger-scale datasets to allow judging if the method translates to more real-world pre-training settings and actually works. In particular, an experiment on ImageNet-1k, would be nice to compare how the method translates to larger datasets, and the inclusion of another SSL baseline (iBOT) would be amazing to judge how their method synergizes with more state-of-the-art pre-training methods. Should the latter be provided I will raise my score.
Q1: Have you tried combining SpliCER with MAEs or the iBOT paradigm?
Q2: Have you evaluated your pre-training method on dense downstream tasks?"
"['Empirically Strong Results', 'Theoretical Soundness', 'Scalable Method']","['Missing baseline', 'Insufficient experiments', 'Lack of clarity']",Z6B20FpPRT,nO0konWjS0,human,"REPAIR is a lifelong model-editing framework for LLMs that makes sequential edits while keeping unrelated behavior intact by combining three ideas: (1) a closed-loop controller that monitors post-edit errors and prunes underperforming side-memory shards, then reintegrates error samples for retraining; (2) distribution-aware batching with intra-batch knowledge distillation to help edits generalize to paraphrases and nearby contexts; and (3) loss-aware weighted merging (TIES-style) of edited subspaces so lower-loss shards influence the final parameters more. The objective explicitly balances reliability, generalization, locality, and stability, and edits are stored as parameter deltas routed only when activation margins indicate relevance. Evaluated on knowledge-editing and hallucination tasks across LLaMA-3, Qwen-2.5, DeepSeek-R1-1.5B, and GPT-2-XL, REPAIR reports ~15–20% overall gains over recent editors (e.g., ROME, MEMIT, MEND, GRACE, WISE) with improved robustness under long edit streams.
- REPAIR is robust at relative large edit scales, maintaining high overall performance (Rel/Gen/Loc geometric mean) as edits scale to 1k.
- Well-motivated components with ablations
  - Error-feedback pruning helps small-N reliability
  - distribution-aware grouping + KD matter more at large N
  - hyperparameter sensitivity is analyzed.
- Appendix provides some stability/termination theory support (masked updates, finite-time pruning), aligning with the method’s design.
- REPAIR add unneglectable amount of additional compute and cost compared to WISE. More moving parts (clustering, KD, pruning, merging); authors note higher constant-time overhead vs WISE even if scaling slope is similar.
- Transient instability mid-scale: At N≈120, pruning/reassembly can underperform some baselines before sufficient error signals accumulate.
- Hyperparameter sensitivity: Thresholds for error filtering and iteration limits materially affect outcomes; extremes hurt generalization or waste compute.
- Evaluation is not sufficient regarding
  - Missing some more recent lifelong editing baselines such as sLKE [1], LeMOE [2], and ELDER [3].
  - The finetuning baseline should adopt the fair setups as discussed in [4,5]. The FT-L, FT-M are ill-defined baselines which might mislead the community.
  - Results are on ZsRE, WikiBigEdit, and SelfCheckGPT, with specific model families; broader tasks (reasoning/tool use) and domains remain untested here. Even though it's not necessary to test editing success on broader tasks, testing locality regarding reasoning / tool-use ability after sequential editing is meaningful.
  - The scaling of timestep is only to 1k. More timesteps can be shown, e.g., up to 5k.
- Writing quality can be improved. For example, Table 2 in introduction is not very necessary and should be moved to results section or appendix.

> [1] Cheng, YuJu, et al. ""Serial lifelong editing via mixture of knowledge experts."" Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers). 2025.\
[2] Wang, Renzhi, and Piji Li. ""LEMoE: Advanced Mixture of Experts Adaptor for Lifelong Model Editing of Large Language Models."" Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing. 2024.\
[3] Li, Jiaang, et al. ""ELDER: Enhancing Lifelong Model Editing with Mixture-of-LoRA."" Proceedings of the AAAI Conference on Artificial Intelligence. Vol. 39. No. 23. 2025.\
[4] Gangadhar, Govind, and Karl Stratos. ""Model editing by standard fine-tuning."" arXiv preprint arXiv:2402.11078 (2024).\
[5] Yang, Wanli, et al. ""Fine-tuning Done Right in Model Editing."" arXiv preprint arXiv:2509.22072 (2025).
1. Can you improve evaluation section considering the bullet points mentioned in weakness?
2. Can you discuss what's the new theoretical contribution in this work compared to previous work (mainly about the proofs in the appendix)?
3. Can you add a section to discuss the fundamental similarity and difference between MoE adapters/LoRA and dual memory-style editing?"
"['Empirically Strong Results', 'Experimental Design', 'Good Generalization']","['Lack of clarity', 'Limited novelty', 'Missing baseline']",y9bLwVBrc2,64xbSPBy31,human,"This paper address multimodal image matching via distilling useful knowledge from pretrained vision-language models (DINO v2). To make it, a lightweight student model is learned by online knowledge distiilation. Besides, category-enhanced feature guidane module (CEFG) , and semantic and texture feature aggregation module (STFA) are developed in the proposed matching framework namely DistillMatch. Experimental results show the effectiveness of these key components.
Image matching is an important and fundamental task in computer vision. It is convincing to leverage VLMs to advance multimodal image matching. 

The experiments are comprehensive with both quantitative and qualitative evaluations.
Although some implementation details have been provided, the writing needs more improvements. Some descriptions are unclear and hard to understand. For example, it is not easy to capture the technial contributions in this work. Besides, what are the relations between the key components such as CEFG and STFA. 

It is hard to understand the complex processes in CEFG and STFA. Are there any empirical insights behind these components?

The knowledge distillation algorithm used in this work is not novel at all. In addition, the three loss weights in Eq.(4) are redundant. Perhaps, only two of them are enough for parameter tuning. 

Some implementation details are missing.

I am confused by the construction of semantic and texture feature aggregation module. More detailed description and motivation are needed.
Why both ResNet and ViT are both used for feature extraction. It lacks convincing explanation in the paper.

Why the images are downsampled to 7/8? Is there any important evidence?

In Line 215, what is learnable category feature? Or where is it from?

Whether the proposed method can be applicable to other VLMs as well?"
"['Empirically Strong Results', 'Novelty & Contribution', 'Good Generalization']","['Insufficient experiments', 'Missing baseline', 'Out of date models']",8pXOKqjK3j,64xbSPBy31,human,"This paper proposes DistillMatch, a novel method for multimodal image matching designed to overcome the inherent differences between modalities and the prevalent scarcity of high-quality annotated datasets. The core innovation lies in utilizing knowledge distillation from a Vision Foundation Model (VFM) to train a lightweight student model, coupled with specialized modules to manage modality-specific information and enhance feature aggregation. Extensive experiments demonstrate that DistillMatch significantly outperforms existing state-of-the-art algorithms across various matching tasks and exhibits strong zero-shot generalization.
* Usage of vision foundation models like Dinov2 to guide knowledge distillation process for lightweight student model through multi-component loss.
* Retaining modality specific information through Category-Enhanced feature guidance module.
* Robust feature integration through STFA module relying on both channel and spatial attention aggregation.
* Data augmentation strategy for visible to infrared image translation through V2I-GAN framework
* State of the art results across multiple benchmarks for relative pose estimation, homography transformation estimation.
* How is the quality of the synthetic infrared data evaluated ? Further, how does the quality of synthetic data vary with the inclusion of recent diffusion models e.g. DiffV2IR (https://arxiv.org/pdf/2503.19012) ? 
*In terms of the training data, what fraction of samples were obtained through synthetic data augmentation ? 
* The ablation studies associated with the different components of the knowledge distillation loss (LKD) i.e. Eq 4 are not included in the Experiments section.
* In terms of KD based supervision, have the authors considered other VFM models like Radio (https://arxiv.org/abs/2312.06709) for feature extraction ?"
"['Novelty & Contribution', 'Practical Impact', 'Experimental Design']","['Unscalable method', 'Insufficient experiments', 'Lack of clarity']",p23Mf7lJcN,Ps7bqlodWu,human,"This paper primarily solves the challenges of feature divergence and robustness under adversarial and non-IID conditions by: (1) multimodal alignment by leveraging textual information, (2) a novel server-side attentive aggregation and (3) adversarial training in the client side. This combination makes the proposal outperform prior solutions under non-IID federated settings.
* Using adversarial training to improve robustness is quite interesting
* Client-specific reliability is a good observation.
Server aggregation design: 
* Why do the authors choose cosine similarity as a distance metric to evaluate the relevance? Which layers do the authors choose to estimate characteristics similarity? It is also unclear where the “x” in Eq. (6) comes from.

Scalability:
* This proposed method can only be applied to small architecture for efficient gradient map estimation (CNN in this case), leading to limited capacity of global models and overlooking the power of modern architectures such as Transformer.
* In sensitive domains such as healthcare, sensor fusion, etc., there is a lack of text-based foundation model as CLIP. Without a textual encoder trained on appropriate dataset, the multimodal alignment can drop the performance due to incorrect supervision signals. How would the proposal handle these cases? 
* It seems like the server requires a public dataset to compute the client-specific weights, limiting its applications in sensitive healthcare domains where public datasets are not available, e.g., rare diseases.

Experiments:
* The reviewers suggest the authors conduct more experiments on different vision architectures such as Vision Transformer, and different textual-based encoders like BERT for scalability validation.
* Since the proposal adopts adversarial training, the authors should add more results on its robustness under noisy attack instead of non-IID only. 
* Ablation study. It is suggested that the authors ablate the prompt structure of the CLIP-based encoder because the proposal highly depends on the textual information. 
* Strange patterns in Table 1. Why are the performance trends different when $alpha$ changes (CIFAR-10, SVHN and TinyImageNet)? 
In Table 2, why is the performance in Non-IID settings better than IID?
See Weaknesses"
"['Clarity & Presentation', 'Empirically Strong Results', 'Novelty & Contribution']","['Missing baseline', 'Insufficient experiments', 'Out of date models']",QUERhu7klC,7wX5uL459y,human,"This paper proposes a vision-language model (VLM) to tackle aerial vision-language navigation tasks.  VLMs have demonstrated strong cross-modal understanding and reasoning.  However, these capabilities scale with the model size while larger VLMs have heavier computational overhead, making them inefficient for real-time decision.  This paper addresses such limitations by distilling large VLMs into compact student models based on the guidance of cross-modal attention maps, where the student models learn to generate similar attention maps as the teacher model.  To enhance robustness, this paper additioanlly proposes a contrastive attention objective with the introduction of negative attention maps.  This paper demonstrates that jointly training with task loss, attention distillation loss and contrastive attention loss makes the student model as performant as the teacher model.
1. This paper is well written.  Readers can easily follow the rationale and the implementation details of the proposed method.
2. This paper demonstrates strong performance on CityNav dataset, outperfroming other baselines by a large margin.
3. This paper presents detailed ablation study, demonstrating the efficacy of each model component
4. While the contrastive learning idea is commonly known, combining attention-based distillation with contrastive learning seems novel.
1. This paper considers navigation actions as texts.  However, texts  are not suitable to represent high-precision floating numbers, required for robotic navigation tasks.
2. Following Weakness 1, this paper does not consider a strong baseline--OpenVLA [1] / SpatialVLA [2] and $\pi_0$ [3], as the former predict discretized action tokens and the latter predicts continual action control.  These models should have similar model size (7B) as the student model used in this paper, meanwhile they have shown strong performance in robotic manipulation tasks.  They should be considered as strong baselines for navigation tasks and compared against the proposed method.
3. This paper lacks discussion of recent studies on training-free aerial navigation policies.  See-Point-Fly [4] proposes that navigation tasks are inherent visual grounding tasks in static scenes.  Since VLMs excel at visual grounding, one can directly use VLM models to generate 2D waypoints for 3D navigation, without the need for training navigation policies.  I'd strongly encourage the authors to include discussions on these new perspectives.
4. This paper only conducts experiments on a single simulation benchmark, which seems to be relatively small-scale.  I'd highly encourage the authors to evaluate the proposed method on a larger-scale simulation benchmark--OpenNAV[5], to showcase the robustness of the proposed method.

---

Reference:

[1] Kim, Moo Jin, et al. ""Openvla: An open-source vision-language-action model."" arXiv preprint arXiv:2406.09246 (2024).

[2] Qu, Delin, et al. ""Spatialvla: Exploring spatial representations for visual-language-action model."" arXiv preprint arXiv:2501.15830 (2025).

[3] Black, Kevin, et al. ""$\pi_0 $: A Vision-Language-Action Flow Model for General Robot Control."" arXiv preprint arXiv:2410.24164 (2024).

[4] Hu, Chih Yao, et al. ""See, Point, Fly: A Learning-Free VLM Framework for Universal Unmanned Aerial Navigation."" Conference on Robot Learning. PMLR, 2025.

[5] Qiao, Yanyuan, et al. ""Open-nav: Exploring zero-shot vision-and-language navigation in continuous environment with open-source llms."" 2025 IEEE International Conference on Robotics and Automation (ICRA). IEEE, 2025.
1. How does DAD-SFT compare to OpenVLA, SpatialVLA and $\pi_0$ on CityNav?
2. Can you discuss recent studies that reformulate navigation tasks as visual grounding tasks?
3. How does DAD-SFT work on OpenNAV?"
"['Novelty & Contribution', 'Empirically Strong Results', 'Experimental Design']","['Lack of clarity', 'Limited novelty', 'Insufficient experiments']",Rizm9QdB52,DJ8rO7buwO,human,"This paper proposes a knowledge distillation (KD) method based on multi-scale logit maps with trainable temperatures. In the method, multiple logit maps are constructed by applying local average pooling of diverse scales to feature maps, and then are respectively fed into knowledge distillation losses. The multi-scale knowledge distillations are equipped with distinct temperatures which are trained in an adversarial manner. In the experiments on image classification and detection tasks using benchmark datasets, the proposed method produces competitive performance to the other logit-based KD approaches.
+ Multi-scale logit maps are effectively leveraged to boost KD performance in comparison to the standard vector-based (global) logits.
+ Dynamic temperature learning aligns softmax temperatures to respective logit maps by exploiting diverse characteristics of multi-scale representation in an adversarial way.
- This paper misses describing the fundamental process to construct logit maps. Most deep models, especially the ones used in Sec.4, produce a $C$-dimensional logits (vector) to cope with $C$-class classification. The logit map could be obtained only in the case that global average pooling (GAP) summarizes a feature map into a feature vector which is further converted to the $C$-dim logit vector via FC layer, as shown in [R1]. So, it contradicts the authors' claim that the proposed approach can be plugged in any deep models; that is, the method is applicable only to the model which contains GAP and FC layer.

- Therefore, one can say that the logit-map representation has been proposed in CAT-KD [R1] which minimizes discrepancy between the logit maps of student and teacher models in a similar way to this work. So, this paper lacks comparison to the closely related work [R1] in terms both of theoretical formulation and empirical performance; the performance scores reported in [R1] seems to be superior to those shown in Sec.4.2, while empirically analyzing scales of the logit maps in the experiments.

- The paper lacks clear rationale for applying adversarial learning to optimize the temperature (Sec.3.3). There is no analysis nor discussion about why the adversarial learning is effective and necessary for the dynamic temperature; it is important to show how and why the temperature can be converged to favorable one through the adversarial process.

- Similarly to the dynamic temperature, MLKD [R2] incorporates diversity of temperature into the KD framework by means of multiple temperatures. The MLKD also considers multi-level representations of logits to produce competitive performances to those shown in Sec.4; this paper lacks comparison to the work [R2].

- It is unclear how to determine the initial temperature for the temperature learning. Otherwise, the authors should show robustness of the adversarial temperature learning against the initialization.

- In the experimental results, it is necessary to show the learned (optimized) temperature values on all the KD settings to demonstrate adaptability of the dynamic temperature learning.

- In Fig.4, it is hard to find out the difference between those two distributions of (a) DKD and (b) DMT-DKD. And, what does the color indicate?

>[R1] Ziyao Guo et al. Class Attention Transfer Based Knowledge Distillation. In CVPR2023.
>
>[R2] Ying Jin et al. Multi-level Logit Distillation. In CVPR2023.


**Minor comments:**
- Presentation in Sec.3 is confusing. 
	- Notations are less clear; at least, show dimensionality such as for $f$ and use $M_n$ instead of $M$ for the $n$-th logit map.
	- In line 213, what is ""complete feature map""?
	- In line 219, $n\in N \rightarrow n \in \{1,\cdots,N\}$.
	- In line 241, what does weight $\lambda$ mean? Is that a learning rate for the temperature?
- In line 296, what is ""weight of the distillation loss""? Does it mean $\alpha$ in Eq.8?
- It is better to evaluate performance on large-scale dataset such as ImageNet, as done in the other KD papers.
See the weakness section."
"['Practical Impact', 'Theoretical Soundness', 'Good Generalization']","['Missing baseline', 'Limited novelty', 'Insufficient experiments']",7i1zfkH8ns,DqZDRf6qJ9,human,"The paper introduces BrainDistill, a pipeline designed for implantable brain–computer interface (BCI) decoders that operate under strict power constraints. The authors propose the Task-Specific Knowledge Distillation (TSKD) method that projects teacher embeddings into a task-relevant subspace for more efficient student learning and a lightweight transformer-based decoder using Continuous Wavelet Transform (CWT) tokenization and linear attention for quantization and implantation. The authors use Task-Specific Ratio (TSR) metric to measure how much task-relevant information is preserved during projection. They evaluate the approach on human and primate datasets (ECoG, EEG, spike data) and demonstrate reduced power consumption via their quantization scheme for integer-only inference.
1. Implantable BCIs impose unique hardware limits and the authors correctly identify power efficiency as a major bottleneck. So, the quantization analysis and power consumption estimates are relevant to practical deployment.

2. The mathematical exposition of projection-based distillation is useful for understanding of feature compression.

3. Covers three neural recording modalities (ECoG, EEG, spikes) and shows decoding performance improvements across these modalities.
1. No comparison is done against other task-oriented or projection-based distillation methods (e.g. [1-3]) under identical training conditions.

2. There is no ablation comparing IND architecture vs. TSKD itself.

3. Architecturally, the model is very similar to [1-3] and similar task-specific KD approaches and novelty of the method is under question. There is no support for the following: ""However, existing KD methods primarily aim to preserve teacher embeddings as fully as possible (Miles et al., 2024; Zhou et al., 2025; Guo et al., 2023), which becomes problematic when the student model lacks the capacity to mimic complex teacher features, resulting in limited performance gains.""

4. There is no baseline comparison between IND and other quantization methods e.g. [4, 5].

5. The core of the reported results in the main text are from a private dataset (Human-C). Furthermore, no code is provided which hinders reproducibility.

6. Figures 2 and 3 are mostly descriptive and do not provide any insights or explanations of model performance.

[1] Less is more: Task-aware layer-wise distillation for language model compression

[2] Task-oriented feature distillation

[3] Improving Knowledge Distillation using Orthogonal Projections

[4] Quantization and Training of Neural Networks for Efficient Integer-Arithmetic-Only Inference

[5] Post-training 4-bit quantization of convolution networks for rapid-deployment
1. What distinguishes TSKD from other supervised subspace alignment approaches? Can you point out to any novelty beyond changing the dimensionality of the projection output?

2. Why is TSR a better metric than simpler reconstruction loss or mutual info measures for projection quality?

3. How much of the performance gain arises from CWT tokenization versus the linear attention module (ablations)?

4. Can the method be extended beyond motor decoding (e.g., speech or visual BCIs)?

5. How can the results be verified? All code and private datasets should become publicly available."
"['Novelty & Contribution', 'Practical Impact', 'Simple Methodology']","['Insufficient experiments', 'Missing baseline', 'Limited novelty']",HloMNiiukh,LRqfcdqLY8,human,"The authors propose to distil the knowledge from quantum teachers into classical models. They claim that although these quantum teachers perform poorly in isolation, their improved robustness to noise can be transferred to the student models without incurring any accuracy drop.
Attempting to combine two very disparate fields is interesting and can bring new insights.
I am not familiar with the quantum ML literature and so cannot make any comments on how this papers fits in there. However, I can comment on the practical utility and strengths/weaknesses with regards to the KD literature.

The datasets are very small to be of any practical benefit. It is unclear if any of these results would scale to larger models or datasets. In fact, the results on CIFAR10 are very low. This may be ok if there are some very significant theoretical contributions, but I am doubtful. I have followed the maths and it is mostly definitions describing the methodology proposed.

Is robustness to gaussian noise even a practically useful problem? how does the proposed quantum distillation compare to training for longer and with gaussian noise being injected into the data? This would be the most basic baseline compared to that is missing. In fact a more useful setting would be adversarial robustness, but it seems this property is not inherent in quantum models.

It is well known that distillation inherits various properties from the teacher models. This makes the fact that the classical models inherit some level of robustness to be very not surprising. There is almost no related work discussion from the knowledge distillation literature, except the very early works from nearly a decade ago.
see weaknesses"
